id,group,baseline_arpeggio,arpeggio,chord,hysteresis,consistency,reflexive_depth,blind_review_depth,isolation_drift,slope_arpeggio
37,1,0.9578352662962254,0.9765701376625342,0.871126228585474,0.9599317638837503,0.9448428344901633,0.6355241364857971,3.8517955028235127,0.26835595104561166,0.000368941517120173
43,1,0.9695517831287969,0.9783655646758577,0.6591582099737888,0.9655525610651524,0.9304024794647088,0.6190915722981858,2.533117113609914,0.3592030809991422,0.000368941517120173
44,1,0.9675872100380476,0.9852979641902917,0.4577052896112891,1.0,0.9350099993554608,0.6740901080838382,2.0161388701988923,0.37324361412126933,0.000368941517120173
49,1,0.9658258298924481,0.9765072343290561,0.716142118808542,0.9630722441874446,0.9289758187295774,0.5976914015057726,2.5206156304467484,0.24023008064171628,0.000368941517120173
50,1,0.9681683808131333,0.9774180117194867,0.7713316330533441,0.963390096058457,0.9310707451823157,0.6316951603304339,2.0784890149197666,0.2987558131069403,0.000368941517120173
51,1,0.9678175867730325,0.9685336502608509,0.5232201854178646,0.874766045500468,0.8701217106718376,0.43785603411558083,4.167524202766237,0.27301934368171926,0.000368941517120173
53,1,0.9664689662360766,0.979478905974006,0.7585807602838156,0.9923385194891133,0.9199326988781765,0.6492248449666533,2.3550660694234185,0.2588865994768015,0.000368941517120173
59,1,0.9642048419785572,0.966565135112613,0.512712193031692,0.880457608346344,0.9169117989552483,0.40694969554044613,2.587651177764636,0.23172366107552517,0.000368941517120173
0,0,0.9555235103575999,0.9664117806131919,0.19848493442694784,0.6584070958775993,0.9082268652930157,0.2485569538322424,3.011238265768062,0.5204557409423974,0.000368941517120173
7,0,0.9729285560076801,0.9818913678631307,0.5760093037548855,0.8303919430047936,0.9220616853606135,0.5754318921757802,2.982340572652641,0.898679331408381,0.000368941517120173
9,0,0.9607389236598776,0.9592799930098326,-0.24388093048478846,0.7021221678084962,0.8884005862519398,0.20527466275612383,3.2762987726233717,0.8479197883486296,0.000368941517120173
13,0,0.9568360255661239,0.9542486627354091,0.11109277992588898,0.6629775692356468,0.8454517204317821,0.14634846040062294,2.8475117810025288,0.5378874072903256,0.000368941517120173
14,0,0.9644264580485661,0.9581808875036578,0.325075388830495,0.7288191189225331,0.885939756287745,0.28581853092112935,1.8345319693595894,0.7171358312509488,0.000368941517120173
15,0,0.964744134688554,0.9640567530855602,0.009293279137486617,0.7684282815203073,0.8361542468005918,0.3103515704027896,0.5734021716520934,0.5978222604229857,0.000368941517120173
20,0,0.962239593421704,0.9477664607823939,0.30357876996779504,0.5873896188397669,0.8474724027717527,0.10569523528665173,2.5316848498375313,0.6673170558191852,0.000368941517120173
23,0,0.9664151995002248,0.9640880649950387,0.6496966390406937,0.7354896368569659,0.915673494794903,0.2851806239646789,3.094731727104019,0.7962164660765197,0.000368941517120173
25,0,0.9673402233810539,0.9631067172190381,0.36848875935113234,0.7192002333574273,0.8926848150049631,0.22991013091388918,2.754373110399673,0.7280360926904679,0.000368941517120173
26,0,0.9664687871466533,0.9557276040995977,0.26444463680884056,0.6742532645377756,0.8846287269823803,0.22426676970022114,0.5463440458175546,0.5499433959064396,0.000368941517120173
28,0,0.9667140213234806,0.9683942031849624,0.11647935233923998,0.8053048528396768,0.8670415814261417,0.42864117605541624,2.5984088174249083,0.7531049624829528,0.000368941517120173
29,0,0.9681771460694224,0.974446362640602,-0.14941252737273356,0.8425678808110234,0.8869164111756603,0.44258078932847933,1.115368027849599,0.9718443417731428,0.000368941517120173
31,0,0.963449378821154,0.9733873649902005,0.2702800516845394,0.8765121807716414,0.9211640913578772,0.44385967722502645,2.11230455058252,0.617856956586462,0.000368941517120173
34,0,0.9663636732902973,0.9716789732714893,0.35101956190296074,0.7951139646331186,0.9343595455439885,0.3096843442555297,2.3170571104039914,0.5978261920305888,0.000368941517120173
35,0,0.9641293077527723,0.9697224297150399,0.3977087328701331,0.7937290021639029,0.8780656259099696,0.39260830883371717,0.43535107900922376,0.6942546697054867,0.000368941517120173
38,0,0.9664408559960724,0.9739194092433495,0.33663276360450456,0.8741437131674186,0.9176259902707441,0.5583536337158528,1.5266758886368597,0.7562531913392253,0.000368941517120173
39,0,0.9612551723069895,0.9787376820978168,-0.2850831494851561,0.8442521332039542,0.8994373042578141,0.45351447768445674,1.4164934270414324,0.9674084677179628,0.000368941517120173
40,0,0.9706606151295061,0.9579282836786094,0.5129397895176765,0.72531114017459,0.8953650964201697,0.2166607020520261,0.6992157482039574,0.48322280146332586,0.000368941517120173
41,0,0.9650521258623778,0.9642430044850914,0.27415482258480744,0.7841894609853831,0.894317417668083,0.32840621882817245,3.0224531979345994,0.4467003368231633,0.000368941517120173
42,0,0.9702755117796142,0.9826921229152656,0.5466478523631749,0.8894417300903146,0.934885394672612,0.5135841190219715,2.579619963621083,0.8152210969318078,0.000368941517120173
45,0,0.9706109869170124,0.9460615734005341,0.2705183479037315,0.6583206180235944,0.8297503379843046,-0.011484751566404217,2.1078419948665377,0.6822318952898798,0.000368941517120173
46,0,0.9681112896800257,0.9673824828503377,0.18369434084449332,0.8379005443180153,0.873172430823908,0.3468600544462123,1.6427989114540302,0.7649488577499726,0.000368941517120173
47,0,0.9696514066558233,0.9700572259833365,0.014966735437493434,0.7971887492548745,0.9368027588282037,0.37664562013254005,2.9520016470093133,0.6049710665865066,0.000368941517120173
48,0,0.9675683891925086,0.97753821316881,0.2956575868365926,0.8411026038346868,0.901165674477354,0.40351941778539485,2.2588255342213914,0.7689405164777107,0.000368941517120173
52,0,0.9597233719187487,0.9733166519454551,0.028954409510162454,0.8232226716232633,0.8902790310929144,0.3577439132195833,0.6444513898350188,0.9643752375636889,0.000368941517120173
54,0,0.9459078845482753,0.9744038963849289,0.5162164876392965,0.8855260864480844,0.9181241883106925,0.49003227449274755,2.0265721025464085,0.9481842861393144,0.000368941517120173
55,0,0.9634569126104506,0.9727875914504928,0.49777669449368417,0.8317184911751607,0.8479541050967677,0.4078050143876124,1.2598868241906038,0.8995974450328803,0.000368941517120173
56,0,0.9681268777126679,0.9657194994733387,0.4885718921737013,0.761041020638827,0.8993022338905297,0.3273403641425803,2.6800245794142215,0.6249428786846212,0.000368941517120173
57,0,0.960353405705364,0.9706615464719185,0.6829258474632913,0.7756188135791969,0.8744124056385348,0.44790200003369146,0.6827357917969792,0.7112283449302089,0.000368941517120173
58,0,0.9634012525371537,0.9735835630049192,0.1919227518630472,0.9344508800686976,0.9187065618688788,0.4208022487075799,1.9260056779753443,0.9095260257331668,0.000368941517120173
